character,category,base_species,species_id,keep(Y/n)
Cynthia,champion,SPECIES_SPIRITOMB,PENDING_PHASE1,Y
Cynthia,champion,SPECIES_TOGEPI,PENDING_PHASE1,Y
Cynthia,champion,SPECIES_TYNAMO,PENDING_PHASE1,Y
Cynthia,champion,SPECIES_UNOWN,PENDING_PHASE1,Y
Cynthia,champion,SPECIES_WURMPLE,PENDING_PHASE1,Y
Cynthia,champion,SPECIES_ZUBAT,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_AZELF,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_CROAGUNK,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_DARKRAI,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_DIALGA,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_DRATINI,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_EEVEE,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_FEEBAS,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_GIBLE,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_GIRATINA_ALTERED,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_HOOPA_CONFINED,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_MAGNEMITE,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_MESPRIT,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_MURKROW,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_NOSEPASS,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_PALKIA,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_PIPLUP,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_REGIGIGAS,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_RHYHORN,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_SHAYMIN_LAND,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_SHINX,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_SNEASEL,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_SPIRITOMB,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_UXIE,PENDING_PHASE1,Y
Cyrus,villain,SPECIES_ZUBAT,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ABRA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_AIPOM,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ALCREMIE_GMAX,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ARCEUS,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_BIDOOF,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_BUNEARY,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_BURMY_PLANT,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CARVANHA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CHIMCHAR,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CLAMPERL,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CLEFFA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CRESSELIA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_CYNDAQUIL,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_DARKRAI,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_DIALGA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_DODUO,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_DRATINI,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_EEVEE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_FEEBAS,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_FOONGUS,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_GEODUDE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_GIBLE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_GLAMEOW,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_GRIMER,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_HEATRAN,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_LICKITUNG,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_MAGBY,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_MIME_JR,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_MINUN,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_MURKROW,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ODDISH,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ORICORIO_BAILE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_OSHAWOTT,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PACHIRISU,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PALKIA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PANSAGE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PICHU,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PIPLUP,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_PLUSLE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_RALTS,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_RHYHORN,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_SNORUNT,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_SPINARAK,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_SQUIRTLE,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_STARLY,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_SWINUB,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_TANGELA,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_TOGEPI,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_TREECKO,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_TURTWIG,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_VENONAT,PENDING_PHASE1,Y
Dawn,protagonist,SPECIES_ZUBAT,PENDING_PHASE1,Y
Diantha,champion,SPECIES_ABSOL,PENDING_PHASE1,Y
Diantha,champion,SPECIES_AMAURA,PENDING_PHASE1,Y
Diantha,champion,SPECIES_DEINO,PENDING_PHASE1,Y
Diantha,champion,SPECIES_DIANCIE,PENDING_PHASE1,Y
Diantha,champion,SPECIES_DRATINI,PENDING_PHASE1,Y
Diantha,champion,SPECIES_DREEPY,PENDING_PHASE1,Y
Diantha,champion,SPECIES_FLETCHLING,PENDING_PHASE1,Y
Diantha,champion,SPECIES_GOOMY,PENDING_PHASE1,Y
Diantha,champion,SPECIES_GROOKEY,PENDING_PHASE1,Y
Diantha,champion,SPECIES_HAWLUCHA,PENDING_PHASE1,Y
Diantha,champion,SPECIES_INKAY,PENDING_PHASE1,Y
Diantha,champion,SPECIES_KELDEO_ORDINARY,PENDING_PHASE1,Y
Diantha,champion,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Diantha,champion,SPECIES_PUMPKABOO_AVERAGE,PENDING_PHASE1,Y
Diantha,champion,SPECIES_RALTS,PENDING_PHASE1,Y
Diantha,champion,SPECIES_RAYQUAZA,PENDING_PHASE1,Y
Diantha,champion,SPECIES_TYRUNT,PENDING_PHASE1,Y
Diantha,champion,SPECIES_YVELTAL,PENDING_PHASE1,Y
Diantha,champion,SPECIES_ZYGARDE_50,PENDING_PHASE1,Y
Drake,elite4,SPECIES_AXEW,PENDING_PHASE1,Y
Drake,elite4,SPECIES_BAGON,PENDING_PHASE1,Y
Drake,elite4,SPECIES_HOOPA_CONFINED,PENDING_PHASE1,Y
Drake,elite4,SPECIES_HORSEA,PENDING_PHASE1,Y
Drake,elite4,SPECIES_PICHU,PENDING_PHASE1,Y
Drake,elite4,SPECIES_REGICE,PENDING_PHASE1,Y
Drake,elite4,SPECIES_REGIROCK,PENDING_PHASE1,Y
Drake,elite4,SPECIES_REGISTEEL,PENDING_PHASE1,Y
Drake,elite4,SPECIES_SCYTHER,PENDING_PHASE1,Y
Drake,elite4,SPECIES_SKRELP,PENDING_PHASE1,Y
Drake,elite4,SPECIES_SWABLU,PENDING_PHASE1,Y
Drake,elite4,SPECIES_TRAPINCH,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_AXEW,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_BAGON,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_DEINO,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_DRATINI,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_DRILBUR,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_DRUDDIGON,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_KYUREM,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_RUFFLET,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_SWABLU,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_TRAPINCH,PENDING_PHASE1,Y
Drayden,gymleader,SPECIES_VENIPEDE,PENDING_PHASE1,Y
Drew,anime,SPECIES_ABSOL,PENDING_PHASE1,Y
Drew,anime,SPECIES_ARON,PENDING_PHASE1,Y
Drew,anime,SPECIES_BALTOY,PENDING_PHASE1,Y
Drew,anime,SPECIES_BUDEW,PENDING_PHASE1,Y
Drew,anime,SPECIES_BULBASAUR,PENDING_PHASE1,Y
Drew,anime,SPECIES_CATERPIE,PENDING_PHASE1,Y
Drew,anime,SPECIES_DUSKULL,PENDING_PHASE1,Y
Drew,anime,SPECIES_FEEBAS,PENDING_PHASE1,Y
Drew,anime,SPECIES_GIRAFARIG,PENDING_PHASE1,Y
Drew,anime,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Drew,anime,SPECIES_MEDITITE,PENDING_PHASE1,Y
Drew,anime,SPECIES_SKITTY,PENDING_PHASE1,Y
Drew,anime,SPECIES_SQUIRTLE,PENDING_PHASE1,Y
Drew,anime,SPECIES_SURSKIT,PENDING_PHASE1,Y
Drew,anime,SPECIES_TAILLOW,PENDING_PHASE1,Y
Drew,anime,SPECIES_TORCHIC,PENDING_PHASE1,Y
Drew,anime,SPECIES_TRAPINCH,PENDING_PHASE1,Y
Drew,anime,SPECIES_WHISMUR,PENDING_PHASE1,Y
Drew,anime,SPECIES_WURMPLE,PENDING_PHASE1,Y
Drew,anime,SPECIES_WYNAUT,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_BLITZLE,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_EMOLGA,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_GOTHITA,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_JOLTIK,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_MAREEP,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_MINCCINO,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_PATRAT,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_PICHU,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_ROTOM,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_SHELMET,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_SHINX,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_STUNFISK,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_TEPIG,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_THUNDURUS_INCARNATE,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_TOGEPI,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_TYMPOLE,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_TYNAMO,PENDING_PHASE1,Y
Elesa,gymleader,SPECIES_ZORUA,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_BLACEPHALON,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_COSMOG,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_EEVEE,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_EXEGGCUTE,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_FROAKIE,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_JANGMO_O,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_LITTEN,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_NECROZMA,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_NIHILEGO,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_PICHU,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_POPPLIO,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_ROCKRUFF,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_ROTOM,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_ROWLET,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_SPEAROW,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_STAKATAKA,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_TAPU_KOKO,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_TYPE_NULL,PENDING_PHASE1,Y
Elio,protagonist,SPECIES_YUNGOOS,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_BELLSPROUT,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_BUDEW,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_BULBASAUR,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_CLEFFA,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_COMFEY,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_COTTONEE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_CUBONE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_DROWZEE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_EEVEE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_EXEGGCUTE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_FOMANTIS,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_GRIMER,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_HAPPINY,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_HOPPIP,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_LILEEP,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_MANTYKE,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_ODDISH,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_PARAS,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_PETILIL,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_PICHU,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_PINSIR,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_PORYGON,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_SEEDOT,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_SEEL,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_SHELLDER,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_SNOVER,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_SWINUB,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_TANGELA,PENDING_PHASE1,Y
Erika,gymleader,SPECIES_VULPIX,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_AZURILL,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_CYNDAQUIL,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_EEVEE,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_EKANS,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_HO_OH,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_LUGIA,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_MAGNEMITE,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_PHANPY,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_PICHU,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_RAIKOU,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_RATTATA,PENDING_PHASE1,Y
Ethan,protagonist,SPECIES_TAUROS,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_AERODACTYL,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_ARCEUS,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_ARTICUNO,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_CHIKORITA,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_CLEFFA,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_CYNDAQUIL,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_DELIBIRD,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_DODUO,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_ENTEI,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_FARFETCHD,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_GLIGAR,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_GRIMER,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_HOOTHOOT,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_LUGIA,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_MAREEP,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_MURKROW,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_NATU,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_PICHU,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_PIDGEY,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_RAIKOU,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_SKARMORY,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_SPEAROW,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_SPINARAK,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_STARLY,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_SUICUNE,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_SUNKERN,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_TAILLOW,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_TOGEPI,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_TOTODILE,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_WINGULL,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_ZAPDOS,PENDING_PHASE1,Y
Falkner,gymleader,SPECIES_ZUBAT,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_BRONZOR,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_CHIMCHAR,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_DIALGA,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_DRIFLOON,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_DUSKULL,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_FRILLISH,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_GASTLY,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_GIRATINA_ALTERED,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_GLAMEOW,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_MESPRIT,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_MISDREAVUS,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_NOSEPASS,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_PALKIA,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_PIPLUP,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_ROTOM,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_SHUPPET,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_SNORUNT,PENDING_PHASE1,Y
Fantina,gymleader,SPECIES_SPIRITOMB,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_CORPHISH,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_KYOGRE,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_LITWICK,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_LOTAD,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_MAGBY,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_NUMEL,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_PICHU,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_PONYTA,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_SLUGMA,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_TORCHIC,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_TORKOAL,PENDING_PHASE1,Y
Flannery,gymleader,SPECIES_VULPIX,PENDING_PHASE1,Y
Flint,elite4,SPECIES_BUIZEL,PENDING_PHASE1,Y
Flint,elite4,SPECIES_BUNEARY,PENDING_PHASE1,Y
Flint,elite4,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Flint,elite4,SPECIES_CHIMCHAR,PENDING_PHASE1,Y
Flint,elite4,SPECIES_DRIFLOON,PENDING_PHASE1,Y
Flint,elite4,SPECIES_EEVEE,PENDING_PHASE1,Y
Flint,elite4,SPECIES_ELEKID,PENDING_PHASE1,Y
Flint,elite4,SPECIES_GIBLE,PENDING_PHASE1,Y
Flint,elite4,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Flint,elite4,SPECIES_HOUNDOUR,PENDING_PHASE1,Y
Flint,elite4,SPECIES_MAGBY,PENDING_PHASE1,Y
Flint,elite4,SPECIES_MISDREAVUS,PENDING_PHASE1,Y
Flint,elite4,SPECIES_ONIX,PENDING_PHASE1,Y
Flint,elite4,SPECIES_PICHU,PENDING_PHASE1,Y
Flint,elite4,SPECIES_PIPLUP,PENDING_PHASE1,Y
Flint,elite4,SPECIES_PONYTA,PENDING_PHASE1,Y
Flint,elite4,SPECIES_REGIGIGAS,PENDING_PHASE1,Y
Flint,elite4,SPECIES_SHINX,PENDING_PHASE1,Y
Flint,elite4,SPECIES_VULPIX,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_AIPOM,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_BELLSPROUT,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_BUDEW,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_BURMY_PLANT,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_CACNEA,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_CARNIVINE,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_CHERUBI,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_COMBEE,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_CRANIDOS,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_DHELMISE,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_EEVEE,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_HOPPIP,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_MISDREAVUS,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_ODDISH,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_PACHIRISU,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_PIPLUP,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_PONYTA,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_SEEDOT,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_SEVIPER,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_SHINX,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_SHROOMISH,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_SUNKERN,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_TANGELA,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_TROPIUS,PENDING_PHASE1,Y
Gardenia,gymleader,SPECIES_TURTWIG,PENDING_PHASE1,Y
Gary,anime,SPECIES_ABRA,PENDING_PHASE1,Y
Gary,anime,SPECIES_AERODACTYL,PENDING_PHASE1,Y
Gary,anime,SPECIES_ARTICUNO,PENDING_PHASE1,Y
Gary,anime,SPECIES_BULBASAUR,PENDING_PHASE1,Y
Gary,anime,SPECIES_CATERPIE,PENDING_PHASE1,Y
Gary,anime,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Gary,anime,SPECIES_DIALGA,PENDING_PHASE1,Y
Gary,anime,SPECIES_DIGLETT,PENDING_PHASE1,Y
Gary,anime,SPECIES_DODUO,PENDING_PHASE1,Y
Gary,anime,SPECIES_EEVEE,PENDING_PHASE1,Y
Gary,anime,SPECIES_ELEKID,PENDING_PHASE1,Y
Gary,anime,SPECIES_GEODUDE,PENDING_PHASE1,Y
Gary,anime,SPECIES_GROWLITHE,PENDING_PHASE1,Y
Gary,anime,SPECIES_HATENNA,PENDING_PHASE1,Y
Gary,anime,SPECIES_HERACROSS,PENDING_PHASE1,Y
Gary,anime,SPECIES_HOOTHOOT,PENDING_PHASE1,Y
Gary,anime,SPECIES_KRABBY,PENDING_PHASE1,Y
Gary,anime,SPECIES_LARVITAR,PENDING_PHASE1,Y
Gary,anime,SPECIES_MAGBY,PENDING_PHASE1,Y
Gary,anime,SPECIES_MAGIKARP,PENDING_PHASE1,Y
Gary,anime,SPECIES_MOLTRES,PENDING_PHASE1,Y
Gary,anime,SPECIES_MUNCHLAX,PENDING_PHASE1,Y
Gary,anime,SPECIES_NIDORAN_F,PENDING_PHASE1,Y
Gary,anime,SPECIES_NIDORAN_M,PENDING_PHASE1,Y
Gary,anime,SPECIES_ONIX,PENDING_PHASE1,Y
Gary,anime,SPECIES_PALKIA,PENDING_PHASE1,Y
Gary,anime,SPECIES_PICHU,PENDING_PHASE1,Y
Gary,anime,SPECIES_PIDGEY,PENDING_PHASE1,Y
Gary,anime,SPECIES_PONYTA,PENDING_PHASE1,Y
Gary,anime,SPECIES_REGIDRAGO,PENDING_PHASE1,Y
Gary,anime,SPECIES_REGIELEKI,PENDING_PHASE1,Y
Gary,anime,SPECIES_RHYHORN,PENDING_PHASE1,Y
Gary,anime,SPECIES_SCYTHER,PENDING_PHASE1,Y
Gary,anime,SPECIES_SHIELDON,PENDING_PHASE1,Y
Gary,anime,SPECIES_SLOWPOKE,PENDING_PHASE1,Y
Gary,anime,SPECIES_SQUIRTLE,PENDING_PHASE1,Y
Gary,anime,SPECIES_TAUROS,PENDING_PHASE1,Y
Gary,anime,SPECIES_VULPIX,PENDING_PHASE1,Y
Gary,anime,SPECIES_WEEDLE,PENDING_PHASE1,Y
Gary,anime,SPECIES_WYNAUT,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_BELLSPROUT,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_CHARMANDER,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_CUBONE,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_DIGLETT,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_EEVEE,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_FOONGUS,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_FRILLISH,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_GASTLY,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_GEODUDE,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_GIBLE,PENDING_PHASE1,Y
Giovanni,villain,SPECIES_GLIGAR,PENDING_PHASE1,Y
